Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-08-01 00:00:00-04:00,6.093728744680144,6.148939359335911,6.038270212094459,6.102146148681641,283556000,0.0,0.0
2018-08-02 00:00:00-04:00,6.0308438374634505,6.208855086858804,5.971919636150451,6.204894065856934,269668000,0.0,0.0
2018-08-03 00:00:00-04:00,6.229403734886478,6.265303199071179,6.212568453025323,6.241535186767578,214288000,0.0,0.0
2018-08-06 00:00:00-04:00,6.228910165566734,6.292786121910031,6.182364858446443,6.28931999206543,207508000,0.0,0.0
2018-08-07 00:00:00-04:00,6.338092226177068,6.3801811381283375,6.3113534491076875,6.361612319946289,258132000,0.0,0.0
2018-08-08 00:00:00-04:00,6.362849784606023,6.4430661068833075,6.327940580311252,6.398005962371826,262100000,0.0,0.0
2018-08-09 00:00:00-04:00,6.415833887040587,6.418557207180571,6.34180699059803,6.34948205947876,204280000,0.0,0.0
2018-08-10 00:00:00-04:00,6.267532685309266,6.340569326878899,6.256391486689331,6.308135986328125,256396000,0.0,0.0
2018-08-13 00:00:00-04:00,6.316800119331125,6.461883119801381,6.315067054810953,6.341063022613525,375208000,0.0,0.0
2018-08-14 00:00:00-04:00,6.446532491827146,6.486640890672755,6.363344928996258,6.472528457641602,466220000,0.0,0.0
2018-08-15 00:00:00-04:00,6.493325325430524,6.527244276563652,6.335615991620843,6.414347171783447,591136000,0.0,0.0
2018-08-16 00:00:00-04:00,6.484164269303935,6.486640142747166,6.3135802251945865,6.373742580413818,801260000,0.0,0.0
2018-08-17 00:00:00-04:00,6.262331925799989,6.263074735152323,6.034308815843685,6.061295509338379,1143188000,0.0,0.0
2018-08-20 00:00:00-04:00,6.020692031240301,6.268768624871967,5.910270331378359,6.1360650062561035,854388000,0.0,0.0
2018-08-21 00:00:00-04:00,6.1524064260260305,6.27619729788883,6.1325999054169715,6.271740913391113,673988000,0.0,0.0
2018-08-22 00:00:00-04:00,6.239058700921293,6.51189354242273,6.235592572414686,6.506941795349121,749856000,0.0,0.0
2018-08-23 00:00:00-04:00,6.468319846070909,6.671832143488078,6.454455330269932,6.606470584869385,720684000,0.0,0.0
2018-08-24 00:00:00-04:00,6.614888681226894,6.7542771254693905,6.610432297032093,6.7396697998046875,531512000,0.0,0.0
2018-08-27 00:00:00-04:00,6.769379487708773,6.905054360068318,6.737936879720231,6.830780029296875,505776000,0.0,0.0
2018-08-28 00:00:00-04:00,6.824839048299535,6.8476168090749185,6.673071208394078,6.793148517608643,475384000,0.0,0.0
2018-08-29 00:00:00-04:00,6.7854689868343225,6.923695311970927,6.764660834605441,6.898675918579102,420108000,0.00375,0.0
2018-08-30 00:00:00-04:00,6.867461529138044,6.978686839745489,6.84491936976623,6.881829261779785,346608000,0.0,0.0
2018-08-31 00:00:00-04:00,6.861766227084735,6.965807463890137,6.851857312873252,6.952926158905029,306592000,0.0,0.0
2018-09-04 00:00:00-04:00,6.939797175959268,7.065389788241302,6.911309754783857,7.027737140655518,391720000,0.0,0.0
2018-09-05 00:00:00-04:00,7.010148112664871,7.0455715808952615,6.8159377538909665,6.896941184997559,393156000,0.0,0.0
2018-09-06 00:00:00-04:00,6.8805919326534735,6.883069161069185,6.722796309684987,6.75574254989624,322796000,0.0,0.0
2018-09-07 00:00:00-04:00,6.663591490017129,6.860031488372202,6.6187547446660675,6.734438896179199,295420000,0.0,0.0
2018-09-10 00:00:00-04:00,6.756980584150738,6.83525919719631,6.71313463870323,6.805532932281494,220140000,0.0,0.0
2018-09-11 00:00:00-04:00,6.75920929023195,6.846901175048981,6.738401142475282,6.757723331451416,243112000,0.0,0.0
2018-09-12 00:00:00-04:00,6.717840926990192,6.737410698039075,6.488207129063572,6.643773555755615,419092000,0.0,0.0
2018-09-13 00:00:00-04:00,6.709666634348066,6.812221421772524,6.692326509962645,6.721557140350342,305536000,0.0,0.0
2018-09-14 00:00:00-04:00,6.811974709509135,6.913786294233204,6.775064808974244,6.8476457595825195,386936000,0.0,0.0
2018-09-17 00:00:00-04:00,6.822130313568417,6.871178296316763,6.766393862153717,6.785715579986572,205528000,0.0,0.0
2018-09-18 00:00:00-04:00,6.7896786779491425,6.89248103762722,6.706941250127765,6.713629245758057,299520000,0.0,0.0
2018-09-19 00:00:00-04:00,6.695051506788596,6.7552467816895545,6.6450127257360165,6.737411022186279,224860000,0.0,0.0
2018-09-20 00:00:00-04:00,6.6152865246301396,6.657646040442325,6.5422099458977865,6.596212387084961,430584000,0.0,0.0
2018-09-21 00:00:00-04:00,6.608102960567568,6.653682920773438,6.49291444593147,6.526108264923096,435128000,0.0,0.0
2018-09-24 00:00:00-04:00,6.495143236394943,6.585312354672228,6.4079469808264085,6.581844329833984,293912000,0.0,0.0
2018-09-25 00:00:00-04:00,6.647985052380307,6.6739952394381765,6.562274753142415,6.648975849151611,280388000,0.0,0.0
2018-09-26 00:00:00-04:00,6.6539306237710525,6.694308547151667,6.5962125748557545,6.612066268920898,268548000,0.0,0.0
2018-09-27 00:00:00-04:00,6.6472406233521095,6.668544403736934,6.592495449987243,6.623955249786377,214428000,0.0,0.0
2018-09-28 00:00:00-04:00,6.755991794180179,6.98364359765522,6.727999533383867,6.961349010467529,709396000,0.0,0.0
2018-10-01 00:00:00-04:00,7.039129044645171,7.2348253035150165,7.00048514390298,7.167942047119141,622060000,0.0,0.0
2018-10-02 00:00:00-04:00,7.140446955755039,7.252166969557371,7.07430642832625,7.0966010093688965,383964000,0.0,0.0
2018-10-03 00:00:00-04:00,7.166953115879589,7.174384801229004,6.998753414740065,7.102794647216797,320552000,0.0,0.0
2018-10-04 00:00:00-04:00,7.0666270632774975,7.090903237520863,6.841452081406057,6.918492317199707,391220000,0.0,0.0
2018-10-05 00:00:00-04:00,6.89372069853544,6.955897567236704,6.627424572751077,6.684895038604736,426636000,0.0,0.0
2018-10-08 00:00:00-04:00,6.601661927117871,6.717098020288782,6.442627468303227,6.583578586578369,408612000,0.0,0.0
2018-10-09 00:00:00-04:00,6.563017967197417,6.657645909836312,6.510006796323651,6.577881336212158,273500000,0.0,0.0
2018-10-10 00:00:00-04:00,6.471858470578361,6.51768648596442,6.083933396733663,6.08616304397583,684940000,0.0,0.0
2018-10-11 00:00:00-04:00,5.998965545459821,6.132485442344897,5.803021676004543,5.824573040008545,725436000,0.0,0.0
2018-10-12 00:00:00-04:00,6.081702289046775,6.1815322438625655,5.936539967912022,6.107216835021973,608236000,0.0,0.0
2018-10-15 00:00:00-04:00,6.093841877748437,6.093841877748437,5.829775404254054,5.830766201019287,449760000,0.0,0.0
2018-10-16 00:00:00-04:00,5.943477450852126,6.1007778941832935,5.894181886550259,6.089630603790283,408712000,0.0,0.0
2018-10-17 00:00:00-04:00,6.151807890767561,6.189956639762848,5.971965273307745,6.021013259887695,329668000,0.0,0.0
2018-10-18 00:00:00-04:00,6.090373757220372,6.1287696118059305,5.873125623553631,5.933568477630615,524020000,0.0,0.0
2018-10-19 00:00:00-04:00,5.98881034670712,6.008379647494549,5.64051997763684,5.676934242248535,613608000,0.0,0.0
2018-10-22 00:00:00-04:00,5.729201446602878,5.829278993816547,5.6249126593352194,5.727715015411377,368844000,0.0,0.0
2018-10-23 00:00:00-04:00,5.4604294853689685,5.55357147920634,5.368278760893251,5.476036071777344,626436000,0.0,0.0
2018-10-24 00:00:00-04:00,5.4376382715610125,5.484209019664194,4.925854732007256,4.939726829528809,884288000,0.0,0.0
2018-10-25 00:00:00-04:00,4.842127376195214,5.195867343552785,4.797785794435547,5.148553371429443,951720000,0.0,0.0
2018-10-26 00:00:00-04:00,4.9124781752553695,5.074237428443422,4.783913209754917,4.911983013153076,664784000,0.0,0.0
2018-10-29 00:00:00-04:00,5.053181277330152,5.05664930168815,4.360068732894026,4.598124980926514,758016000,0.0,0.0
2018-10-30 00:00:00-04:00,4.621163125816301,5.038566348138738,4.598125331190589,5.02865743637085,807192000,0.0,0.0
2018-10-31 00:00:00-04:00,5.193390331417964,5.266219331912255,5.053677583887058,5.222620964050293,745772000,0.0,0.0
2018-11-01 00:00:00-04:00,5.259035354883467,5.412372625599323,5.1324519616138495,5.40295934677124,566528000,0.0,0.0
2018-11-02 00:00:00-04:00,5.393545489895391,5.499320720466473,5.207261999487489,5.323936939239502,452960000,0.0,0.0
