Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-08-23 00:00:00-04:00,256.7538278147966,257.6247286971879,256.2689893339435,256.59222412109375,49204900,0.0,0.0,0.0
2018-08-24 00:00:00-04:00,257.17581526659234,258.2801619901632,257.1219473678567,258.1365051269531,57487400,0.0,0.0,0.0
2018-08-27 00:00:00-04:00,259.348540496263,260.28229633614114,259.1869368123638,260.174560546875,57072400,0.0,0.0,0.0
2018-08-28 00:00:00-04:00,260.6414166399629,260.74917982561186,259.8333708459194,260.3002624511719,46943500,0.0,0.0,0.0
2018-08-29 00:00:00-04:00,260.5157790849178,261.93434617763404,260.273373524698,261.700927734375,61485500,0.0,0.0,0.0
2018-08-30 00:00:00-04:00,261.21607643705585,261.5931517345091,260.0399149620903,260.6414489746094,61229500,0.0,0.0,0.0
2018-08-31 00:00:00-04:00,260.2284072182943,261.0993079768256,259.73460909118245,260.650390625,66140800,0.0,0.0,0.0
2018-09-04 00:00:00-04:00,260.22844151702924,260.5606360172057,259.18694983555383,260.2015075683594,57594400,0.0,0.0,0.0
2018-09-05 00:00:00-04:00,259.84237179224044,260.0488836593822,258.4776727652097,259.5011901855469,72452400,0.0,0.0,0.0
2018-09-06 00:00:00-04:00,259.6090323712286,259.91429303923036,257.6786922472368,258.7201843261719,65909900,0.0,0.0,0.0
2018-09-07 00:00:00-04:00,257.6606015313979,259.20487824822544,257.4181686364796,258.2172546386719,73524800,0.0,0.0,0.0
2018-09-10 00:00:00-04:00,259.24082931191674,259.51019621039103,258.4687044823973,258.6662292480469,50210900,0.0,0.0,0.0
2018-09-11 00:00:00-04:00,258.0106876329057,259.96796020439893,257.660546436961,259.51904296875,50530500,0.0,0.0,0.0
2018-09-12 00:00:00-04:00,259.5281328347951,260.1925218386883,258.78294198446173,259.5820007324219,59810800,0.0,0.0,0.0
2018-09-13 00:00:00-04:00,260.6593410150511,261.30578300659084,260.3720273744252,261.1172180175781,51034200,0.0,0.0,0.0
2018-09-14 00:00:00-04:00,261.32377408547217,261.512311706674,260.3720714645122,261.16217041015625,55079900,0.0,0.0,0.0
2018-09-17 00:00:00-04:00,261.10828515521104,261.1441788141778,259.50115342490795,259.77947998046875,68244000,0.0,0.0,0.0
2018-09-18 00:00:00-04:00,259.9949818381848,261.7906513864552,259.96804789095046,261.1891174316406,61930400,0.0,0.0,0.0
2018-09-19 00:00:00-04:00,261.2429180732339,261.88936004018467,261.11720808534045,261.4673767089844,49080600,0.0,0.0,0.0
2018-09-20 00:00:00-04:00,262.74233386629203,263.9095079013693,261.4853434903775,263.5862731933594,100360600,0.0,0.0,0.0
2018-09-21 00:00:00-04:00,264.33758394174174,264.45483521968595,263.18315428192614,263.3454895019531,105479700,1.323,0.0,0.0
2018-09-24 00:00:00-04:00,262.7592563810676,262.9035635266795,261.88441323338975,262.47064208984375,53409600,0.0,0.0,0.0
2018-09-25 00:00:00-04:00,262.93071427306455,263.0389377903818,261.9837309727549,262.22723388671875,44370000,0.0,0.0,0.0
2018-09-26 00:00:00-04:00,262.37142919108175,263.5709426948373,261.0185807539969,261.4424743652344,79739700,0.0,0.0,0.0
2018-09-27 00:00:00-04:00,261.92047354902775,263.2733219542798,261.64088708051065,262.1730041503906,59249500,0.0,0.0,0.0
2018-09-28 00:00:00-04:00,261.5417683993741,262.7052261994744,261.5057122446077,262.2001647949219,70091400,0.0,0.0,0.0
2018-10-01 00:00:00-04:00,263.45366035774157,264.19322402183747,262.43453777528987,263.1109619140625,62078900,0.0,0.0,0.0
2018-10-02 00:00:00-04:00,262.9576721191406,263.6791803147926,262.57888994974405,262.9576721191406,47258200,0.0,0.0,0.0
2018-10-03 00:00:00-04:00,264.0219168607697,264.4458105116426,262.74123563389384,263.10198974609375,64694600,0.0,0.0,0.0
2018-10-04 00:00:00-04:00,262.6150111846151,262.6691229365125,259.44033580358905,261.04571533203125,111545900,0.0,0.0,0.0
2018-10-05 00:00:00-04:00,261.2711722851762,261.79426169236467,258.1415810700031,259.5846252441406,105951700,0.0,0.0,0.0
2018-10-08 00:00:00-04:00,258.89014526928247,259.94537940673047,257.4922125678301,259.5846252441406,87742200,0.0,0.0,0.0
2018-10-09 00:00:00-04:00,259.196810271532,260.52257560095273,258.6376096778217,259.205810546875,74339000,0.0,0.0,0.0
2018-10-10 00:00:00-04:00,258.6917499211716,258.7639172745319,250.6197681431306,250.99855041503906,214731000,0.0,0.0,0.0
2018-10-11 00:00:00-04:00,249.89824144813522,251.53970475038054,243.83747715996805,245.46994018554688,274840500,0.0,0.0,0.0
2018-10-12 00:00:00-04:00,249.61864106801258,249.9072554285795,245.65028994344854,248.8791046142578,183186500,0.0,0.0,0.0
2018-10-15 00:00:00-04:00,248.51839534728296,249.86224431376436,247.39102097622148,247.48121643066406,102263700,0.0,0.0,0.0
2018-10-16 00:00:00-04:00,249.465281212686,253.27129628141526,248.98727582005347,252.89248657226562,118255800,0.0,0.0,0.0
2018-10-17 00:00:00-04:00,252.9286095296464,253.56895024405057,250.33113547420896,252.93763732910156,110626000,0.0,0.0,0.0
2018-10-18 00:00:00-04:00,251.99059405415332,252.59487854007781,247.99518778925824,249.28489685058594,134557500,0.0,0.0,0.0
2018-10-19 00:00:00-04:00,249.94328799412935,251.90039351824922,248.44613226909206,249.1496124267578,139901600,0.0,0.0,0.0
2018-10-22 00:00:00-04:00,249.82600481294625,250.15067521789948,247.49008987585103,248.03123474121094,82415800,0.0,0.0,0.0
2018-10-23 00:00:00-04:00,244.36958818025127,247.90501747078977,242.2591199269238,246.76861572265625,146352700,0.0,0.0,0.0
2018-10-24 00:00:00-04:00,246.5160473004716,246.9038847975713,238.73268186918,239.29185485839844,177806700,0.0,0.0,0.0
2018-10-25 00:00:00-04:00,241.149834134513,245.14524134325308,240.11265546621857,243.58494567871094,138061500,0.0,0.0,0.0
2018-10-26 00:00:00-04:00,239.83298689990028,244.4146215701653,236.5590892256181,239.30084228515625,201574600,0.0,0.0,0.0
2018-10-29 00:00:00-04:00,242.43041950279746,243.73818395070924,234.35844065588014,237.97503662109375,160749100,0.0,0.0,0.0
2018-10-30 00:00:00-04:00,237.80377640208008,241.8172113654082,237.30771532316567,241.5015411376953,157116000,0.0,0.0,0.0
2018-10-31 00:00:00-04:00,244.0989912085975,246.42590635041964,243.6209857761731,244.08096313476562,128296300,0.0,0.0,0.0
2018-11-01 00:00:00-04:00,244.95576020640934,246.8768093727847,243.85544238699006,246.6783905029297,99495000,0.0,0.0,0.0
2018-11-02 00:00:00-04:00,247.7968567816612,248.22977839633919,243.1430526380668,245.21743774414062,122634100,0.0,0.0,0.0
2018-11-05 00:00:00-05:00,245.71334492525855,247.12933284088746,244.73027840147597,246.57015991210938,65622500,0.0,0.0,0.0
2018-11-06 00:00:00-05:00,246.5070402043262,248.29278260127762,246.44390066889758,248.1304473876953,60085900,0.0,0.0,0.0
2018-11-07 00:00:00-05:00,250.3311249230664,253.5238556086202,249.89820342414765,253.44268798828125,102752100,0.0,0.0,0.0
2018-11-08 00:00:00-05:00,252.6309883869228,253.63211087741243,251.82831235827112,252.9827423095703,65584900,0.0,0.0,0.0
2018-11-09 00:00:00-05:00,251.65689175736907,251.84628285191715,249.08647395054544,250.51148986816406,98812600,0.0,0.0,0.0
2018-11-12 00:00:00-05:00,249.99745866366388,250.24096155586992,245.3075714912265,245.8306884765625,99673600,0.0,0.0,0.0
2018-11-13 00:00:00-05:00,246.29963679084636,248.31988208924602,244.64014564947834,245.3706817626953,98176600,0.0,0.0,0.0
2018-11-14 00:00:00-05:00,247.26468941568453,247.67052754378182,242.11485266033424,243.69317626953125,125335900,0.0,0.0,0.0
2018-11-15 00:00:00-05:00,242.4124373622873,246.70548585694456,240.8160858746121,246.23648071289062,135101400,0.0,0.0,0.0
2018-11-16 00:00:00-05:00,245.1271295863196,247.7967428398304,244.60401276865,246.87681579589844,126668000,0.0,0.0,0.0
2018-11-19 00:00:00-05:00,246.26348823560411,246.56113029147525,241.77204924491858,242.7010040283203,103061700,0.0,0.0,0.0
2018-11-20 00:00:00-05:00,239.32795617487446,240.80708405991484,237.33476666890184,238.20960998535156,136021300,0.0,0.0,0.0
2018-11-21 00:00:00-05:00,239.7789238620549,240.9423816131911,239.0123315106877,239.02133178710938,75563700,0.0,0.0,0.0
2018-11-23 00:00:00-05:00,237.36180247284707,238.84093023281534,237.26260678161287,237.42494201660156,42807900,0.0,0.0,0.0
2018-11-26 00:00:00-05:00,239.7067129795744,241.48345509466722,239.30987522121447,241.2579803466797,79981400,0.0,0.0,0.0
2018-11-27 00:00:00-05:00,240.2118377121583,242.0697479248047,239.5985528412184,242.0697479248047,75502400,0.0,0.0,0.0
2018-11-28 00:00:00-05:00,243.15199289849838,247.6434326171875,242.0065634732302,247.6434326171875,127629600,0.0,0.0,0.0
2018-11-29 00:00:00-05:00,246.85882555462678,248.5183168014819,245.70439566447627,247.10235595703125,82346400,0.0,0.0,0.0
2018-11-30 00:00:00-05:00,246.94898373488024,249.17667555298496,246.624313279015,248.6084747314453,98204200,0.0,0.0,0.0
2018-12-03 00:00:00-05:00,252.78429221658402,252.8925157105893,250.28604148403664,251.90042114257812,103176300,0.0,0.0,0.0
2018-12-04 00:00:00-05:00,251.0616990247333,251.49462058916896,243.42261099616871,243.73828125,177986000,0.0,0.0,0.0
2018-12-06 00:00:00-05:00,239.83306997205983,243.4857510667117,236.6944505517717,243.36849975585938,204185400,0.0,0.0,0.0
2018-12-07 00:00:00-05:00,243.02571801353426,244.61306919948262,236.86575941714142,237.7135467529297,161018900,0.0,0.0,0.0
2018-12-10 00:00:00-05:00,237.5331646172549,239.14757173366934,233.24914383717353,238.1645050048828,151445900,0.0,0.0,0.0
2018-12-11 00:00:00-05:00,241.40231537937018,241.59170648290515,236.73048466699996,238.21861267089844,121504400,0.0,0.0,0.0
2018-12-12 00:00:00-05:00,241.23093191642883,242.61083631571222,239.33693847017594,239.41810607910156,97976700,0.0,0.0,0.0
2018-12-13 00:00:00-05:00,240.3741689492674,241.2490122890453,238.20961633733873,239.3369903564453,96662700,0.0,0.0,0.0
2018-12-14 00:00:00-05:00,237.16338356285715,238.12842222156925,234.3584905267487,234.91766357421875,116961100,0.0,0.0,0.0
2018-12-17 00:00:00-05:00,233.9525953521301,235.07996910336797,228.65845262012073,230.30892944335938,165492300,0.0,0.0,0.0
2018-12-18 00:00:00-05:00,231.96843170511207,232.64485594897562,228.4329755467252,230.056396484375,134515100,0.0,0.0,0.0
2018-12-19 00:00:00-05:00,230.13760451743357,233.95263406965503,224.88855861917065,226.61117553710938,214992800,0.0,0.0,0.0
2018-12-20 00:00:00-05:00,225.34851994911492,226.93585748319487,220.6496193686821,222.9224090576172,252053400,0.0,0.0,0.0
2018-12-21 00:00:00-05:00,223.8341489147368,226.52843310340367,217.7016977561998,218.3548583984375,255345600,1.435,0.0,0.0
2018-12-24 00:00:00-05:00,216.84891219447073,218.48181344398333,212.52174118607726,212.58523559570312,147311600,0.0,0.0,0.0
2018-12-26 00:00:00-05:00,214.06395407971416,223.32611083984375,212.05911120449355,223.32611083984375,218485400,0.0,0.0,0.0
2018-12-27 00:00:00-05:00,220.05126685033105,225.24024372001855,216.77639698327218,225.04067993164062,186267300,0.0,0.0,0.0
2018-12-28 00:00:00-05:00,226.41045083301225,228.06148545527088,223.57101733903056,224.75033569335938,153100200,0.0,0.0,0.0
2018-12-31 00:00:00-05:00,226.39232230656916,226.96384125944505,224.49634887662796,226.71890258789062,144299400,0.0,0.0,0.0
2019-01-02 00:00:00-05:00,223.14469369298442,227.88918194335344,223.11747981976856,226.9547882080078,126925200,0.0,0.0,0.0
2019-01-03 00:00:00-05:00,225.18579859642884,225.49424553776626,221.04912410300145,221.53900146484375,144140700,0.0,0.0,0.0
2019-01-04 00:00:00-05:00,224.60521072501368,229.61277056651494,224.224202693044,228.95960998535156,142628800,0.0,0.0,0.0
2019-01-07 00:00:00-05:00,229.2317646588493,232.18912065378402,228.3245987146327,230.76487731933594,103139100,0.0,0.0,0.0
2019-01-08 00:00:00-05:00,232.97832778163556,233.42283016532213,230.42011357716734,232.93295288085938,102512600,0.0,0.0,0.0
2019-01-09 00:00:00-05:00,233.64961937176815,234.87429872891184,232.40680666519006,234.0215606689453,95006600,0.0,0.0,0.0
2019-01-10 00:00:00-05:00,232.4703367626794,235.10111227206158,231.78088183633582,234.84710693359375,96823900,0.0,0.0,0.0
2019-01-11 00:00:00-05:00,233.7584882257187,234.96503430253202,233.1688359635452,234.9378204345703,73858100,0.0,0.0,0.0
2019-01-14 00:00:00-05:00,233.01462399625908,234.3209451306262,232.60641594458608,233.50450134277344,70908200,0.0,0.0,0.0
2019-01-15 00:00:00-05:00,233.88552017241238,236.49816240722788,233.8764396543242,236.18064880371094,85208300,0.0,0.0,0.0
2019-01-16 00:00:00-05:00,236.6160239652745,237.65020618074885,236.40739356652156,236.7521209716797,77636700,0.0,0.0,0.0
2019-01-17 00:00:00-05:00,235.8722321086658,239.41925436433252,235.82685719957814,238.54835510253906,96118400,0.0,0.0,0.0
2019-01-18 00:00:00-05:00,240.380801020645,242.19513260079614,238.58460278987434,241.723388671875,127900300,0.0,0.0,0.0
2019-01-22 00:00:00-05:00,240.23569152281286,240.45340248995748,236.82473872017377,238.45762634277344,115531200,0.0,0.0,0.0
2019-01-23 00:00:00-05:00,239.50087856424344,240.20846686018146,236.46186725668036,238.95657348632812,86030300,0.0,0.0,0.0
2019-01-24 00:00:00-05:00,238.77515452937337,239.673267692662,237.75005252233746,239.08358764648438,59204100,0.0,0.0,0.0
2019-01-25 00:00:00-05:00,240.95232173962998,241.94115693434642,239.18336484291694,241.10655212402344,96883400,0.0,0.0,0.0
2019-01-28 00:00:00-05:00,238.9384771394214,239.33760472823266,237.48700593502483,239.2741241455078,85613700,0.0,0.0,0.0
2019-01-29 00:00:00-05:00,239.4192369552321,239.99072821831157,238.11291584203786,238.95657348632812,66136300,0.0,0.0,0.0
2019-01-30 00:00:00-05:00,240.48971742417103,243.59220970905545,239.71862077031628,242.73947143554688,92473700,0.0,0.0,0.0
2019-01-31 00:00:00-05:00,242.675920707522,245.36112359872158,242.4581821002072,244.87124633789062,104012100,0.0,0.0,0.0
2019-02-01 00:00:00-05:00,245.07082311434382,246.0233637675539,244.1908712248364,244.9891815185547,85782500,0.0,0.0,0.0
2019-02-04 00:00:00-05:00,245.03455198854627,246.77632258419658,244.35417760789457,246.7128143310547,60744800,0.0,0.0,0.0
2019-02-05 00:00:00-05:00,247.14830691360723,248.05547291235501,246.64029616906922,247.74703979492188,79552800,0.0,0.0,0.0
2019-02-06 00:00:00-05:00,247.4658308451478,247.9647610914119,246.67660082292514,247.4204559326172,58347800,0.0,0.0,0.0
2019-02-07 00:00:00-05:00,245.78745849218038,246.34081623901375,243.38347510483416,245.06173706054688,95482000,0.0,0.0,0.0
2019-02-08 00:00:00-05:00,243.80080351089237,245.46090470803657,242.96619881164602,245.3611297607422,75788900,0.0,0.0,0.0
2019-02-11 00:00:00-05:00,246.02342519042207,246.28648339214004,244.96202881116875,245.49725341796875,68021400,0.0,0.0,0.0
2019-02-12 00:00:00-05:00,247.13014276100873,249.03516897335427,247.05755398683021,248.6541748046875,72270200,0.0,0.0,0.0
2019-02-13 00:00:00-05:00,249.49776593503282,250.31420947764508,249.07139697501887,249.4614715576172,65277200,0.0,0.0,0.0
2019-02-14 00:00:00-05:00,248.36392845727636,250.05127176326067,247.53840400172913,248.90823364257812,83234400,0.0,0.0,0.0
2019-02-15 00:00:00-05:00,250.7043742385846,251.65691511800978,250.49574378352173,251.62062072753906,97088700,0.0,0.0,0.0
2019-02-19 00:00:00-05:00,250.81323270497728,252.7182589071665,250.80415218712693,252.05604553222656,59120800,0.0,0.0,0.0
2019-02-20 00:00:00-05:00,252.01973610476585,253.0267045683609,251.51172545656613,252.5640411376953,76610800,0.0,0.0,0.0
2019-02-21 00:00:00-05:00,251.92002100945243,252.2828818894544,250.6953413154991,251.666015625,64214700,0.0,0.0,0.0
2019-02-22 00:00:00-05:00,252.29189564466654,253.42585302184295,251.64781560609208,253.22630310058594,78114600,0.0,0.0,0.0
2019-02-25 00:00:00-05:00,254.66861317904065,255.19475705479658,253.48928126831575,253.5709228515625,69030700,0.0,0.0,0.0
2019-02-26 00:00:00-05:00,253.2172541623343,254.27862289641578,253.00859601248897,253.38961791992188,56844100,0.0,0.0,0.0
2019-02-27 00:00:00-05:00,252.66382212525872,253.63449622730982,251.72038957578357,253.2807159423828,56921600,0.0,0.0,0.0
2019-02-28 00:00:00-05:00,253.06298055314556,253.50751065000756,252.48240879869,252.80897521972656,69268300,0.0,0.0,0.0
2019-03-01 00:00:00-05:00,254.40559978171228,254.80475498081682,252.93599549614808,254.38746643066406,78880500,0.0,0.0,0.0
2019-03-04 00:00:00-05:00,255.45796510362246,255.70288997058995,251.1398458484938,253.46218872070312,106494600,0.0,0.0,0.0
2019-03-05 00:00:00-05:00,253.5891297877439,253.7887073666413,252.5640280272484,253.1173858642578,59114600,0.0,0.0,0.0
2019-03-06 00:00:00-05:00,253.235338019431,253.24441853684803,251.25772313781985,251.58428955078125,75039800,0.0,0.0,0.0
2019-03-07 00:00:00-05:00,251.13074208657207,251.27589196321526,248.6269828468749,249.47972106933594,94885100,0.0,0.0,0.0
2019-03-08 00:00:00-05:00,247.60183086777147,249.15307660404454,247.13011462733536,248.980712890625,85795800,0.0,0.0,0.0
2019-03-11 00:00:00-04:00,249.70655746610157,252.75462237022475,249.6793435896188,252.59133911132812,65098900,0.0,0.0,0.0
2019-03-12 00:00:00-04:00,253.15371802544053,254.06996445863373,252.96322093495215,253.54379272460938,79667500,0.0,0.0,0.0
2019-03-13 00:00:00-04:00,254.4419421649857,256.1655521128856,254.27863123672375,255.2220916748047,80639200,0.0,0.0,0.0
2019-03-14 00:00:00-04:00,255.24931976015202,255.67568893224853,254.614320104261,255.05882263183594,67518400,0.0,0.0,0.0
2019-03-15 00:00:00-04:00,255.61741545904164,257.1390405476306,255.42605140327487,256.3190002441406,81309000,1.233,0.0,0.0
2019-03-18 00:00:00-04:00,256.5375250787431,257.54892886568575,256.30973468964584,257.24822998046875,62199800,0.0,0.0,0.0
2019-03-19 00:00:00-04:00,258.3234154811488,259.0978805401303,256.4099706978769,257.31201171875,90268100,0.0,0.0,0.0
2019-03-20 00:00:00-04:00,257.0934208222471,258.31437431645713,255.4168864209533,256.53759765625,84609200,0.0,0.0,0.0
2019-03-21 00:00:00-04:00,255.7084409764513,259.8450952055131,255.66286620613124,259.4350891113281,79550400,0.0,0.0,0.0
2019-03-22 00:00:00-04:00,258.0592074475869,258.5876689775778,254.37810654125795,254.44189453125,122659300,0.0,0.0,0.0
2019-03-25 00:00:00-04:00,254.09565485378212,255.2983949525088,252.9749437764464,254.2505645751953,85575200,0.0,0.0,0.0
2019-03-26 00:00:00-04:00,256.02726598920174,257.11155041990185,254.72431169229074,256.1457214355469,68125900,0.0,0.0,0.0
2019-03-27 00:00:00-04:00,256.13671562788295,256.72899312484805,253.23922737723728,254.80642700195312,72224700,0.0,0.0,0.0
2019-03-28 00:00:00-04:00,255.44413570537483,256.2277212593843,254.27785008110882,255.7721405029297,56238500,0.0,0.0,0.0
2019-03-29 00:00:00-04:00,257.3029780279269,257.7129841285267,256.16402584884463,257.3849792480469,82186800,0.0,0.0,0.0
2019-04-01 00:00:00-04:00,259.40778840222555,260.7380769101605,259.13442316484526,260.4373779296875,77617900,0.0,0.0,0.0
2019-04-02 00:00:00-04:00,260.62863783073647,260.80176073665484,259.76302330114436,260.5648498535156,40070400,0.0,0.0,0.0
2019-04-03 00:00:00-04:00,261.79501564651713,262.19592906394746,260.36448494370677,260.9749755859375,68243200,0.0,0.0,0.0
2019-04-04 00:00:00-04:00,261.3028993520626,261.9224825115442,260.60131499262985,261.6673583984375,48997500,0.0,0.0,0.0
2019-04-05 00:00:00-04:00,262.34164947108104,262.9885663950493,262.0500710973552,262.93389892578125,58621700,0.0,0.0,0.0
2019-04-08 00:00:00-04:00,262.50569560630794,263.2437343708113,261.84053754415413,263.1343994140625,53566300,0.0,0.0,0.0
2019-04-09 00:00:00-04:00,262.1594072160284,262.48741203311334,261.23003242784335,261.78582763671875,66142300,0.0,0.0,0.0
2019-04-10 00:00:00-04:00,262.20501109390204,262.76995474559914,261.78588446782385,262.6788330078125,52601500,0.0,0.0,0.0
2019-04-11 00:00:00-04:00,263.1708729464885,263.17999346333227,262.03192059916773,262.60595703125,55093100,0.0,0.0,0.0
2019-04-12 00:00:00-04:00,264.23684021488094,264.66508724059037,262.65142807165336,264.38262939453125,69727800,0.0,0.0,0.0
2019-04-15 00:00:00-04:00,264.4555984082626,264.5558406680714,263.39864735761245,264.2095947265625,49596700,0.0,0.0,0.0
2019-04-16 00:00:00-04:00,265.1024547795413,265.1571222461048,263.78125945588977,264.38262939453125,52153200,0.0,0.0,0.0
2019-04-17 00:00:00-04:00,265.5124353619759,265.5397690926411,263.31653297707317,263.7356872558594,58268300,0.0,0.0,0.0
2019-04-18 00:00:00-04:00,264.3280354664554,264.5284921684381,263.015960291014,264.255126953125,68708500,0.0,0.0,0.0
2019-04-22 00:00:00-04:00,263.48062407828985,264.63778935254624,263.3895023528606,264.4828796386719,40160100,0.0,0.0,0.0
2019-04-23 00:00:00-04:00,264.8565168150248,267.0979949606944,264.61963364515805,266.861083984375,52246600,0.0,0.0,0.0
2019-04-24 00:00:00-04:00,266.77910831774255,267.1162337816057,266.12307061822725,266.26885986328125,50392900,0.0,0.0,0.0
2019-04-25 00:00:00-04:00,266.1685243141922,266.7698943118712,264.90202413921253,266.104736328125,57770900,0.0,0.0,0.0
2019-04-26 00:00:00-04:00,266.15034399426867,267.4168443258151,265.36673045565345,267.3439636230469,50916400,0.0,0.0,0.0
2019-04-29 00:00:00-04:00,267.43511764685957,268.2916119916574,267.34399590256044,267.76312255859375,57197700,0.0,0.0,0.0
2019-04-30 00:00:00-04:00,267.41677424787326,268.19126706826427,265.9862718551322,267.8996887207031,81111700,0.0,0.0,0.0
2019-05-01 00:00:00-04:00,268.53759243125614,268.7471696443583,265.87698788286133,265.8861083984375,71671900,0.0,0.0,0.0
2019-05-02 00:00:00-04:00,265.7676230607492,266.6970257386942,263.7995105624764,265.3120422363281,65030200,0.0,0.0,0.0
2019-05-03 00:00:00-04:00,266.80637663652027,268.1913324152287,265.42139305136345,267.90887451171875,56543700,0.0,0.0,0.0
2019-05-06 00:00:00-04:00,263.553512142519,267.25282628550065,263.2345999978246,266.8063659667969,107198100,0.0,0.0,0.0
2019-05-07 00:00:00-04:00,264.37354903235183,264.9749190623249,260.41911078051135,262.35076904296875,144729900,0.0,0.0,0.0
2019-05-08 00:00:00-04:00,261.9862976074219,263.7174991117168,261.3849276057613,261.9862976074219,91568300,0.0,0.0,0.0
2019-05-09 00:00:00-04:00,259.8906490217413,261.8040662532306,258.13208589363757,261.193603515625,103471100,0.0,0.0,0.0
2019-05-10 00:00:00-04:00,260.24598537286386,263.27104871684276,257.22092202888496,262.50567626953125,112429300,0.0,0.0,0.0
2019-05-13 00:00:00-04:00,257.3303431038178,258.30526515492954,255.06153117842047,255.90890502929688,127290500,0.0,0.0,0.0
2019-05-14 00:00:00-04:00,256.93846430553225,259.7721914910918,256.8109161341228,258.22320556640625,77003200,0.0,0.0,0.0
2019-05-15 00:00:00-04:00,256.57404627072395,260.38269589661576,256.3644690477529,259.73577880859375,73956400,0.0,0.0,0.0
2019-05-16 00:00:00-04:00,260.44649043019365,263.5171013044005,260.3736097196737,262.1412658691406,76749600,0.0,0.0,0.0
2019-05-17 00:00:00-04:00,259.80864518182716,262.9612566923263,259.79040415277467,260.4464416503906,100353000,0.0,0.0,0.0
2019-05-20 00:00:00-04:00,258.8245491407739,260.55575053433284,257.96805505438635,258.7243347167969,62877600,0.0,0.0,0.0
2019-05-21 00:00:00-04:00,260.43733471606794,261.43961814058395,260.1822105540501,261.05694580078125,46847100,0.0,0.0,0.0
2019-05-22 00:00:00-04:00,260.09118551350207,261.2210174150325,259.7722732749056,260.25518798828125,49482500,0.0,0.0,0.0
2019-05-23 00:00:00-04:00,258.0046315640297,258.0501785407948,255.64472535458123,257.07525634765625,98733800,0.0,0.0,0.0
2019-05-24 00:00:00-04:00,258.53300209087666,258.9521564776811,257.029590903975,257.6582946777344,55268100,0.0,0.0,0.0
2019-05-28 00:00:00-04:00,257.94081154194777,258.90664090375185,255.24378018104872,255.26199340820312,70029400,0.0,0.0,0.0
2019-05-29 00:00:00-04:00,254.1320458409494,254.54205181359364,252.12747950877426,253.54888916015625,104972900,0.0,0.0,0.0
2019-05-30 00:00:00-04:00,254.31419841283738,255.16159949247492,253.12969993243047,254.24131774902344,62523800,0.0,0.0,0.0
2019-05-31 00:00:00-04:00,251.6628463716628,252.50109947648042,250.78811121040252,250.81544494628906,86862800,0.0,0.0,0.0
2019-06-03 00:00:00-04:00,250.85187819653086,251.9817095938528,248.82909849092482,250.17762756347656,96428000,0.0,0.0,0.0
2019-06-04 00:00:00-04:00,252.50105985763034,255.7447924372855,252.04547912670753,255.60812377929688,77231900,0.0,0.0,0.0
2019-06-05 00:00:00-04:00,257.2482598463778,257.8496298801854,255.41684381379477,257.8222961425781,71169700,0.0,0.0,0.0
2019-06-06 00:00:00-04:00,258.1230354329332,260.1822422031176,257.46699782130725,259.4988708496094,69430400,0.0,0.0,0.0
2019-06-07 00:00:00-04:00,260.52844294539415,263.1890471883702,260.35532000802004,262.09564208984375,74272200,0.0,0.0,0.0
