20180801,1,47,0.3818
20180802,4,12,0.06068
20180806,3,10,-0.03997
20180807,3,17,-0.1684
20180808,6,7,0.13033
20180809,2,25,-0.148
20180810,3,13,-0.6002
20180811,1,5,-0.4767
20180812,1,2,0
20180813,4,13,0.4309
20180814,5,8,0.1252
20180815,5,12,0.0649
20180816,35,2,-0.01154
20180817,23,3,0.12369
20180818,1,1,0
20180820,28,2,-0.02309
20180821,6,9,-0.0249
20180822,11,8,-0.05445
20180823,21,3,0.03521
20180824,13,8,0.02553
20180827,13,6,-0.016
20180828,6,15,0.00747
20180829,10,10,0.07403
20180830,6,17,0.02267
20180831,4,19,0.21685
20180904,6,16,0.26625
20180905,7,21,0.2906
20180906,3,27,0.14613
20180907,1,53,0.7845
20180910,3,24,-0.26793
20180911,3,27,-0.09107
20180912,13,10,-0.02605
20180913,7,20,-0.0281
20180914,3,30,0.22013
20180917,2,33,-0.10115
20180918,2,39,0.10805
20180919,10,13,0.03907
20180920,13,13,0.151
20180921,7,19,0.09323
20180922,2,5,0.0276
20180924,15,14,0.00998
20180925,6,23,0.21585
20180926,10,16,-0.08955
20180927,5,22,0.11122
20180928,25,7,0.04334
20180930,2,13,0.3062
20181001,32,8,0.14812
20181002,17,16,0.06552
20181003,18,10,0.19466
20181004,21,12,-0.03819
20181005,8,14,-0.06934
20181006,2,13,-0.3404
20181008,9,14,0.03003
20181009,6,18,-0.167
20181010,27,10,-0.02855
20181011,14,14,-0.01131
20181012,11,17,0.16502
20181013,3,19,0.4836
20181015,12,13,-0.0088
20181016,19,12,0.19249
20181017,4,25,0.2333
20181018,9,17,0.12829
20181019,27,7,0.02471
20181020,1,9,0.1539
20181021,1,4,0.4995
20181022,3,27,-0.19947
20181023,27,9,-0.13505
20181024,125,3,0.07614
20181025,70,5,0.00433
20181026,18,12,0.05358
20181028,1,9,0.722
20181029,18,13,-0.11337
20181030,30,8,0.02916
20181031,23,9,-0.07639
20181101,9,12,-0.03014
20181102,16,12,-0.15043
20181103,1,20,0.9846
20181105,4,20,0.22875
20181106,1,49,-0.0258
20181107,15,16,-0.06766
20181108,13,10,-0.24097
20181109,18,8,-0.05567
20181110,2,10,0.30065
20181111,4,2,-0.1372
20181112,24,7,0.03867
20181113,20,8,0.02431
20181114,25,6,-0.1986
20181115,63,2,0.07638
20181116,58,3,0.12004
20181117,8,2,0.05169
20181119,80,2,0.00168
20181120,123,1,0.00622
20181121,63,2,-0.01804
20181122,1,11,-0.8553
20181123,30,3,-0.062
20181124,4,5,0.1749
20181126,25,7,-0.18371
20181127,12,10,0.02789
20181128,7,20,-0.24314
20181129,4,24,0.1273
20181130,11,12,0.21657
20181201,8,7,0.17784
20181202,6,8,-0.26988
20181203,28,8,0.16699
20181204,11,17,-0.01135
20181205,2,19,0.25355
20181206,12,14,0.11811
20181207,28,9,0.12855
20181209,1,22,0.4576
20181210,8,17,-0.17544
20181211,18,9,0.06646
20181212,17,6,0.02713
20181213,3,29,-0.25997
20181214,11,14,0.04954
20181215,4,6,-0.13558
20181217,12,13,0.03363
20181218,16,12,0.02009
20181219,25,10,0.00446
20181220,15,17,-0.06363
20181221,19,13,0.03544
20181222,2,21,0.526
20181223,2,11,0.4311
20181224,16,11,0.02225
20181225,3,8,0.6169
20181226,8,17,-0.09365
20181227,9,15,0.30613
20181228,9,18,0.30359
20181229,3,7,0.2696
20181230,2,9,-0.4263
20190102,1,52,0
20190103,6,18,0.1012
20190104,8,20,0.16568
20190106,3,5,0.46693
20190107,17,10,0.13088
20190108,24,7,0.1119
20190109,8,18,0.19165
20190110,13,11,0.11383
20190111,25,6,0.08738
20190114,19,12,0.12057
20190115,18,10,0.07658
20190116,19,10,0.02677
20190117,10,19,0.21247
20190118,35,7,0.15075
20190120,1,16,0.8758
20190121,3,6,0.00827
20190122,15,10,-0.11241
20190123,14,12,0.27724
20190124,46,6,0.16717
20190125,52,5,-0.00372
20190126,3,13,0.05867
20190128,91,1,-0.05549
20190129,51,5,-0.07335
20190130,39,7,0.00661
20190131,20,12,-0.03349
20190201,17,12,0.02466
20190202,3,13,-0.1253
20190204,17,12,0.11709
20190205,9,23,0.17328
20190206,13,15,0.20048
20190207,12,14,0.15153
20190208,11,16,0.14305
20190209,4,5,-0.00373
20190210,2,8,0.125
20190211,8,15,-0.10714
20190212,20,4,0.09482
20190213,41,2,0.1166
20190214,89,2,0.1397
20190215,38,4,0.08982
20190216,1,19,0.6719
20190218,1,35,-0.296
20190219,5,22,-0.12904
20190220,4,32,0.274
20190221,9,17,0.05434
20190222,4,39,0.36908
20190223,2,20,0.5304
20190225,5,32,-0.27174
20190226,6,27,-0.18858
20190227,5,29,0.17242
20190228,4,34,-0.25448
20190301,1,81,-0.25
20190305,2,57,-0.3247
20190306,1,81,0
20190307,11,17,-0.06258
20190308,10,14,0.15643
20190309,4,5,0.28688
20190311,31,3,-0.03023
20190312,11,14,0.15965
20190313,24,7,0.05598
20190314,9,20,0.44051
20190315,17,12,0.14391
20190316,1,34,0
20190319,30,8,0.08029
20190320,15,11,0.06477
20190321,25,10,0.09852
20190322,15,18,0.12982
20190324,2,11,0.58485
20190325,5,23,-0.06656
20190326,7,21,0.30239
20190327,6,20,0.0614
20190328,1,83,-0.4926
20190329,3,51,-0.3427
20190330,1,21,0.9933
20190331,1,22,-0.9227
20190401,10,16,0.29009
20190402,9,16,0.36249
20190403,14,13,0.25316
20190404,10,21,0.17946
20190405,6,28,0.3298
20190406,3,8,-0.24287
20190408,6,27,0.26717
20190409,3,36,-0.05687
20190410,15,13,0.02131
20190411,10,20,0.0205
20190412,15,19,0.00869
20190413,2,31,0
20190414,1,25,-0.6901
20190415,20,12,-0.00749
20190416,10,27,-0.07104
20190417,5,44,-0.06148
20190418,3,55,-0.5499
20190422,3,51,-0.168
20190423,2,68,0.38535
20190424,4,50,0.06548
20190425,19,14,-0.03991
20190426,57,6,-0.01029
20190427,21,3,0.22356
20190428,6,7,-0.11585
20190429,32,7,0.0236
20190430,24,12,0.09472
20190501,24,12,0.01077
20190502,14,18,0.0799
20190503,23,10,0.20443
20190504,5,6,0.39106
20190505,5,9,-0.04498
20190506,26,7,0.02419
20190507,22,16,0.15844
20190508,5,30,0.031
20190509,15,15,0.16669
20190510,19,17,-0.03297
20190511,7,4,0.03334
20190512,5,3,-0.1558
20190513,19,13,0.12854
20190514,17,10,0.31314
20190515,25,8,0.09097
20190516,96,2,0.10458
20190517,49,4,0.06982
20190518,2,20,-0.07995
20190519,3,14,0.2919
20190520,12,13,-0.12417
20190521,1,85,0
20190522,6,23,0.37767
20190523,14,15,-0.13094
20190524,10,14,0.0114
20190525,3,8,0.35137
20190527,3,7,0.55567
20190528,10,16,-0.23495
20190529,14,15,-0.00998
20190530,29,5,-0.02608
20190531,30,6,0.01087
20190601,1,48,0
20190602,3,7,-0.59083
20190603,22,10,0.07514
20190604,32,7,-0.02439
20190605,14,16,0.03051
20190606,14,14,0.09549
20190607,11,19,0.03235
20190608,1,41,0
20190609,3,15,0.59823
20190610,6,25,0.26258
20190611,6,25,0.37117
20190612,8,18,-0.06776
20190613,10,20,0.00093
20190614,4,37,-0.23483
20190617,1,71,-0.3597
20190618,13,15,-0.11935
20190619,8,24,0.04646
20190620,12,18,0.02097
20190621,7,23,-0.11879
20190622,4,8,0.2623
20190624,2,58,-0.1706
20190625,11,20,-0.05762
20190626,17,11,0.1507
20190627,6,22,0.0734
20190628,7,22,-0.01314
20190629,12,4,0.39813
20190630,4,7,0.37703
20190701,54,2,0.23857
20190702,36,4,0.13916
20190703,18,7,-0.10355
20190704,1,13,0.0772
20190705,19,6,0.02531
20190706,3,11,0.1825
20190708,10,14,-0.03132
20190709,3,42,-0.17727
20190710,23,10,-0.00334
20190711,36,6,0.00915
20190712,19,13,0.16957
20190715,13,16,0.18318
20190716,6,30,-0.0307
20190717,9,26,0.06169
20190718,16,16,0.26564
20190719,10,28,-0.10016
20190722,3,44,0.13397
20190723,19,16,0.10071
20190724,23,14,-0.01759
20190725,14,22,0.07229
20190726,6,36,-0.06657
20190727,4,8,0.00478
20190729,7,26,-0.1214
20190730,13,15,-0.08767
20190731,16,17,0.05629
20190801,10,25,0.12911
20190802,15,18,0.02278
20190803,1,41,0.3612
20190805,16,17,-0.12386
20190806,5,40,0.21972
